goId	description	size	overlap	interestGene	expect	enrichmentRatio	pValue	FDR
GO:0000375	"RNA splicing, via transesterification reactions"	321	25	HNRNPC|1;HNRNPD|1;HNRNPF|1;IK|1;HNRNPM|1;POLR2E|1;POLR2I|1;SNRPB|1;SNRPB2|1;USP4|1;SRSF9|1;SART1|1;SART3|1;EIF4A3|1;PRMT5|1;CD2BP2|1;PRPF8|1;RNPS1|1;SF3B1|1;PRPF6|1;DAZAP1|1;GPKOW|1;C9orf78|1;CTNNBL1|1;XAB2|1	6.42586219	3.890528502	6.84E-09	6.78E-06
GO:0006412	translation	592	35	ABCF1|1;RHOA|1;CARS|1;DAPK3|1;EEF1A2|1;HNRNPD|1;MARS|1;NARS|1;PPP1CA|1;RPL6|1;RPL9|1;RPL11|1;RPL13|1;RPL18|1;RPL19|1;MRPL23|1;RPL27|1;RPL30|1;RPL28|1;MRPS12|1;RPS5|1;RPS11|1;RPS13|1;RPS24|1;RPS27A|1;SHMT2|1;WARS|1;AIMP2|1;EIF3D|1;EIF3H|1;EIF4A3|1;MRPS28|1;MRPL27|1;CNOT6|1;AGO4|1	11.85081127	2.953384305	9.05E-09	8.44E-06
GO:0006396	RNA processing	839	43	FBL|1;HNRNPC|1;HNRNPD|1;HNRNPF|1;IK|1;HNRNPM|1;NONO|1;PIK3R1|1;POLR2E|1;POLR2I|1;RPL11|1;RPL27|1;RPS13|1;RPS24|1;SNRPB|1;SNRPB2|1;USP4|1;LAGE3|1;RRP1|1;SRSF9|1;SART1|1;SART3|1;EIF4A3|1;PRMT5|1;CD2BP2|1;PRPF8|1;PPARGC1A|1;RNPS1|1;MDN1|1;TARDBP|1;SF3B1|1;PRPF6|1;DAZAP1|1;GPKOW|1;RTCB|1;C9orf78|1;PIH1D1|1;CTNNBL1|1;DUS3L|1;XAB2|1;NOL12|1;AGO4|1;METTL2A|1	16.79532205	2.560236706	1.14E-08	1.01E-05
GO:0043933	protein-containing complex subunit organization	2008	76	AREG|1;ARF1|1;RHOA|1;CFL1|1;DAPK3|1;GRB2|1;HIST1H2BB|1;HMOX1|1;IMPDH2|1;KCNA2|1;KIF2A|1;LOXL2|1;SEPT2|1;PKD2|1;PPP1CA|1;PSMC3|1;PSMC5|1;RAD51|1;RPL6|1;RPL11|1;MRPL23|1;MRPS12|1;RPS5|1;RPS27A|1;S100A10|1;SHMT2|1;SNRPB|1;STX4|1;TAF10|1;USP4|1;WARS|1;AIMP2|1;DYRK3|1;EIF3D|1;EIF3H|1;SRSF9|1;HIST1H2BJ|1;SART1|1;LIPG|1;IKBKE|1;SART3|1;TRIM28|1;NDC80|1;PRMT5|1;CD2BP2|1;CIB1|1;PRPF8|1;RUVBL2|1;PPARGC1A|1;FAF1|1;DMC1|1;CORO1A|1;PARK7|1;GABARAP|1;POGZ|1;MDN1|1;CLASP1|1;SF3B1|1;PRPF6|1;ATL3|1;NUPR1|1;MRPS28|1;STXBP6|1;MRPL27|1;POMP|1;BIN2|1;PIH1D1|1;NDUFA12|1;PDGFC|1;UBQLN4|1;XAB2|1;CNOT6|1;POLR1E|1;FERMT3|1;GRWD1|1;AGO4|1	40.19667065	1.890703851	1.39E-08	1.16E-05
GO:0006612	protein targeting to membrane	179	18	ITGB2|1;RPL6|1;RPL9|1;RPL11|1;RPL13|1;RPL18|1;RPL19|1;RPL27|1;RPL30|1;RPL28|1;RPS5|1;RPS11|1;RPS13|1;RPS24|1;RPS27A|1;SRP14|1;SEC62|1;CIB1|1	3.583268947	5.023346075	1.98E-08	1.57E-05
GO:0034641	cellular nitrogen compound metabolic process	5715	159	ABCF1|1;ACP5|1;AHCY|1;RHOA|1;CARS|1;CD4|1;ERCC8|1;PLK3|1;DAPK3|1;RCAN1|1;EEF1A2|1;ENO1|1;ERH|1;FBL|1;GOLGB1|1;NR3C1|1;GSTM3|1;GTF3C2|1;HINT1|1;HMOX1|1;HNRNPC|1;HNRNPD|1;HNRNPF|1;IRF8|1;IK|1;ILF2|1;IMPDH2|1;ITGB2|1;LOXL2|1;MARS|1;NR3C2|1;HNRNPM|1;NARS|1;NFKBIE|1;NONO|1;OGDH|1;PCCB|1;PDE4D|1;PFKFB2|1;PIK3R1|1;PKD2|1;POLR2E|1;POLR2I|1;PPP1CA|1;PPP1R10|1;PPP4C|1;PSMC3|1;PSMC5|1;PTPN14|1;RAD51|1;RELB|1;RPL6|1;RPL9|1;RPL11|1;RPL13|1;RPL18|1;RPL19|1;MRPL23|1;RPL27|1;RPL30|1;RPL28|1;MRPS12|1;RPS5|1;RPS11|1;RPS13|1;RPS24|1;RPS27A|1;SHMT2|1;SNRPB|1;SNRPB2|1;TAF10|1;THOP1|1;NR2C2|1;USP4|1;VAV1|1;WARS|1;YY1|1;AIMP2|1;LAGE3|1;RRP1|1;EIF3D|1;EIF3H|1;SRSF9|1;BANF1|1;HAP1|1;BAZ1B|1;SART1|1;SART3|1;EIF4A3|1;DLGAP5|1;RNF10|1;MAFB|1;NAMPT|1;TRIM28|1;PRMT5|1;CD2BP2|1;CREB3|1;CIB1|1;SPTLC1|1;PRPF8|1;RUVBL2|1;LILRB1|1;PPARGC1A|1;RNPS1|1;DBF4|1;LILRB4|1;PIM2|1;FAF1|1;KAT7|1;DMC1|1;SNF8|1;PARK7|1;CBX3|1;POGZ|1;MDN1|1;UBR2|1;SATB2|1;USP22|1;SIRT5|1;TARDBP|1;SF3B1|1;PRPF6|1;BRMS1|1;NOC2L|1;DAZAP1|1;FOXP1|1;GPKOW|1;MRPS28|1;PSMC3IP|1;SERTAD1|1;MRPL27|1;RTCB|1;GINS2|1;C9orf78|1;OTUD4|1;PIH1D1|1;CNDP2|1;NDUFA12|1;CTNNBL1|1;BDH2|1;DUS3L|1;XAB2|1;CNOT6|1;POLR1E|1;NOL12|1;THAP7|1;GRWD1|1;ZNF333|1;MED30|1;SPOCD1|1;ALKBH2|1;NADK2|1;ZNF746|1;ZNF114|1;WBP2NL|1;ZNF721|1;AGO4|1;METTL2A|1;MED11|1	114.4043689	1.389807064	5.22E-08	3.94E-05
GO:0043604	amide biosynthetic process	732	38	ABCF1|1;RHOA|1;CARS|1;DAPK3|1;EEF1A2|1;HNRNPD|1;MARS|1;NARS|1;PPP1CA|1;RPL6|1;RPL9|1;RPL11|1;RPL13|1;RPL18|1;RPL19|1;MRPL23|1;RPL27|1;RPL30|1;RPL28|1;MRPS12|1;RPS5|1;RPS11|1;RPS13|1;RPS24|1;RPS27A|1;SHMT2|1;WARS|1;AIMP2|1;EIF3D|1;EIF3H|1;EIF4A3|1;SPTLC1|1;MRPS28|1;MRPL27|1;CNDP2|1;BDH2|1;CNOT6|1;AGO4|1	14.65336798	2.593260474	6.47E-08	4.66E-05
GO:0043603	cellular amide metabolic process	970	45	ABCF1|1;RHOA|1;CARS|1;PLK3|1;DAPK3|1;EEF1A2|1;GSTM3|1;HNRNPD|1;MARS|1;NARS|1;OGDH|1;PCCB|1;PPP1CA|1;RPL6|1;RPL9|1;RPL11|1;RPL13|1;RPL18|1;RPL19|1;MRPL23|1;RPL27|1;RPL30|1;RPL28|1;MRPS12|1;RPS5|1;RPS11|1;RPS13|1;RPS24|1;RPS27A|1;SHMT2|1;THOP1|1;WARS|1;AIMP2|1;EIF3D|1;EIF3H|1;HAP1|1;EIF4A3|1;SPTLC1|1;PARK7|1;MRPS28|1;MRPL27|1;CNDP2|1;BDH2|1;CNOT6|1;AGO4|1	19.41771441	2.317471514	9.72E-08	6.70E-05
GO:0006402	mRNA catabolic process	293	22	HNRNPC|1;HNRNPD|1;HNRNPM|1;RPL6|1;RPL9|1;RPL11|1;RPL13|1;RPL18|1;RPL19|1;RPL27|1;RPL30|1;RPL28|1;RPS5|1;RPS11|1;RPS13|1;RPS24|1;RPS27A|1;EIF4A3|1;RNPS1|1;TARDBP|1;CNOT6|1;AGO4|1	5.865350846	3.750841267	1.09E-07	7.03E-05
GO:0090304	nucleic acid metabolic process	4544	133	RHOA|1;CARS|1;CD4|1;ERCC8|1;PLK3|1;DAPK3|1;RCAN1|1;ENO1|1;FBL|1;GOLGB1|1;NR3C1|1;GTF3C2|1;HINT1|1;HMOX1|1;HNRNPC|1;HNRNPD|1;HNRNPF|1;IRF8|1;IK|1;ILF2|1;ITGB2|1;LOXL2|1;MARS|1;NR3C2|1;HNRNPM|1;NARS|1;NFKBIE|1;NONO|1;PIK3R1|1;PKD2|1;POLR2E|1;POLR2I|1;PPP1R10|1;PPP4C|1;PSMC3|1;PSMC5|1;PTPN14|1;RAD51|1;RELB|1;RPL6|1;RPL9|1;RPL11|1;RPL13|1;RPL18|1;RPL19|1;RPL27|1;RPL30|1;RPL28|1;RPS5|1;RPS11|1;RPS13|1;RPS24|1;RPS27A|1;SNRPB|1;SNRPB2|1;TAF10|1;NR2C2|1;USP4|1;VAV1|1;WARS|1;YY1|1;AIMP2|1;LAGE3|1;RRP1|1;SRSF9|1;BANF1|1;BAZ1B|1;SART1|1;SART3|1;EIF4A3|1;DLGAP5|1;RNF10|1;MAFB|1;NAMPT|1;TRIM28|1;PRMT5|1;CD2BP2|1;CREB3|1;CIB1|1;PRPF8|1;RUVBL2|1;LILRB1|1;PPARGC1A|1;RNPS1|1;DBF4|1;LILRB4|1;PIM2|1;FAF1|1;KAT7|1;DMC1|1;SNF8|1;PARK7|1;CBX3|1;POGZ|1;MDN1|1;UBR2|1;SATB2|1;USP22|1;SIRT5|1;TARDBP|1;SF3B1|1;PRPF6|1;BRMS1|1;NOC2L|1;DAZAP1|1;FOXP1|1;GPKOW|1;PSMC3IP|1;SERTAD1|1;RTCB|1;GINS2|1;C9orf78|1;OTUD4|1;PIH1D1|1;CTNNBL1|1;DUS3L|1;XAB2|1;CNOT6|1;POLR1E|1;NOL12|1;THAP7|1;GRWD1|1;ZNF333|1;MED30|1;SPOCD1|1;ALKBH2|1;ZNF746|1;ZNF114|1;WBP2NL|1;ZNF721|1;AGO4|1;METTL2A|1;MED11|1	90.96298377	1.462133216	1.11E-07	7.03E-05
GO:0016579	protein deubiquitination	248	20	RHOA|1;PSMA7|1;PSMB2|1;PSMC3|1;PSMC5|1;PSME1|1;RPS27A|1;SHMT2|1;SKP2|1;TAF10|1;UCHL3|1;USP4|1;YY1|1;SNX3|1;SART3|1;PARK7|1;USP22|1;OTUD4|1;USP29|1;USP48|1	4.964529044	4.028579513	1.32E-07	8.07E-05
GO:0006413	translational initiation	185	17	PPP1CA|1;RPL6|1;RPL9|1;RPL11|1;RPL13|1;RPL18|1;RPL19|1;RPL27|1;RPL30|1;RPL28|1;RPS5|1;RPS11|1;RPS13|1;RPS24|1;RPS27A|1;EIF3D|1;EIF3H|1	3.703378521	4.590403035	1.85E-07	1.09E-04
GO:0016070	RNA metabolic process	4084	122	RHOA|1;CARS|1;CD4|1;PLK3|1;DAPK3|1;RCAN1|1;ENO1|1;FBL|1;GOLGB1|1;NR3C1|1;GTF3C2|1;HINT1|1;HMOX1|1;HNRNPC|1;HNRNPD|1;HNRNPF|1;IRF8|1;IK|1;ILF2|1;ITGB2|1;LOXL2|1;MARS|1;NR3C2|1;HNRNPM|1;NARS|1;NFKBIE|1;NONO|1;PIK3R1|1;PKD2|1;POLR2E|1;POLR2I|1;PSMC3|1;PSMC5|1;PTPN14|1;RELB|1;RPL6|1;RPL9|1;RPL11|1;RPL13|1;RPL18|1;RPL19|1;RPL27|1;RPL30|1;RPL28|1;RPS5|1;RPS11|1;RPS13|1;RPS24|1;RPS27A|1;SNRPB|1;SNRPB2|1;TAF10|1;NR2C2|1;USP4|1;VAV1|1;WARS|1;YY1|1;AIMP2|1;LAGE3|1;RRP1|1;SRSF9|1;BAZ1B|1;SART1|1;SART3|1;EIF4A3|1;DLGAP5|1;RNF10|1;MAFB|1;NAMPT|1;TRIM28|1;PRMT5|1;CD2BP2|1;CREB3|1;CIB1|1;PRPF8|1;RUVBL2|1;LILRB1|1;PPARGC1A|1;RNPS1|1;LILRB4|1;PIM2|1;FAF1|1;KAT7|1;SNF8|1;PARK7|1;CBX3|1;POGZ|1;MDN1|1;UBR2|1;SATB2|1;USP22|1;SIRT5|1;TARDBP|1;SF3B1|1;PRPF6|1;BRMS1|1;NOC2L|1;DAZAP1|1;FOXP1|1;GPKOW|1;PSMC3IP|1;SERTAD1|1;RTCB|1;C9orf78|1;PIH1D1|1;CTNNBL1|1;DUS3L|1;XAB2|1;CNOT6|1;POLR1E|1;NOL12|1;THAP7|1;ZNF333|1;MED30|1;SPOCD1|1;ZNF746|1;ZNF114|1;WBP2NL|1;ZNF721|1;AGO4|1;METTL2A|1;MED11|1	81.75458313	1.492271079	1.95E-07	1.10E-04
GO:0006397	mRNA processing	465	28	HNRNPC|1;HNRNPD|1;HNRNPF|1;IK|1;HNRNPM|1;NONO|1;POLR2E|1;POLR2I|1;SNRPB|1;SNRPB2|1;USP4|1;SRSF9|1;SART1|1;SART3|1;EIF4A3|1;PRMT5|1;CD2BP2|1;PRPF8|1;PPARGC1A|1;RNPS1|1;TARDBP|1;SF3B1|1;PRPF6|1;DAZAP1|1;GPKOW|1;C9orf78|1;CTNNBL1|1;XAB2|1	9.308491958	3.008006037	2.12E-07	1.16E-04
GO:0070646	protein modification by small protein removal	264	20	RHOA|1;PSMA7|1;PSMB2|1;PSMC3|1;PSMC5|1;PSME1|1;RPS27A|1;SHMT2|1;SKP2|1;TAF10|1;UCHL3|1;USP4|1;YY1|1;SNX3|1;SART3|1;PARK7|1;USP22|1;OTUD4|1;USP29|1;USP48|1	5.28482124	3.784423179	3.64E-07	1.92E-04
GO:0000956	nuclear-transcribed mRNA catabolic process	196	17	RPL6|1;RPL9|1;RPL11|1;RPL13|1;RPL18|1;RPL19|1;RPL27|1;RPL30|1;RPL28|1;RPS5|1;RPS11|1;RPS13|1;RPS24|1;RPS27A|1;EIF4A3|1;RNPS1|1;CNOT6|1	3.923579406	4.332778375	4.24E-07	2.15E-04
GO:0000387	spliceosomal snRNP assembly	36	8	SNRPB|1;USP4|1;SART1|1;SART3|1;PRMT5|1;CD2BP2|1;PRPF8|1;PRPF6|1	0.720657442	11.10097466	4.35E-07	2.15E-04
GO:0044248	cellular catabolic process	2065	73	AHCY|1;CAPNS1|1;ERCC8|1;PLK3|1;CTSB|1;CTSL|1;DAPK3|1;EEF1A2|1;ENO1|1;GSTM3|1;HINT1|1;HMOX1|1;HNRNPC|1;HNRNPD|1;IRF8|1;LEPR|1;HNRNPM|1;OGDH|1;PDE4D|1;PFKFB2|1;PPP1CA|1;PSMA7|1;PSMB2|1;PSMC3|1;PSMC5|1;PSME1|1;ABCD3|1;PYGL|1;RPL6|1;RPL9|1;RPL11|1;RPL13|1;RPL18|1;RPL19|1;RPL27|1;RPL30|1;RPL28|1;RPS5|1;RPS11|1;RPS13|1;RPS24|1;RPS27A|1;SCP2|1;SHMT2|1;SKP2|1;UCHL3|1;USP4|1;HAP1|1;LIPG|1;EIF4A3|1;TECPR2|1;NAMPT|1;SPTLC1|1;PPARGC1A|1;RNPS1|1;OS9|1;PIM2|1;FAF1|1;SNF8|1;PARK7|1;GABARAP|1;UBR2|1;USP22|1;TARDBP|1;POLDIP2|1;NSFL1C|1;UBQLN4|1;BDH2|1;CNOT6|1;USP29|1;FOXRED2|1;USP48|1;AGO4|1	41.3377116	1.765941974	4.74E-07	2.28E-04
GO:0006401	RNA catabolic process	323	22	HNRNPC|1;HNRNPD|1;HNRNPM|1;RPL6|1;RPL9|1;RPL11|1;RPL13|1;RPL18|1;RPL19|1;RPL27|1;RPL30|1;RPL28|1;RPS5|1;RPS11|1;RPS13|1;RPS24|1;RPS27A|1;EIF4A3|1;RNPS1|1;TARDBP|1;CNOT6|1;AGO4|1	6.465898715	3.402465917	5.85E-07	2.73E-04
GO:0034655	nucleobase-containing compound catabolic process	520	29	AHCY|1;ENO1|1;HINT1|1;HNRNPC|1;HNRNPD|1;HNRNPM|1;OGDH|1;PDE4D|1;PFKFB2|1;RPL6|1;RPL9|1;RPL11|1;RPL13|1;RPL18|1;RPL19|1;RPL27|1;RPL30|1;RPL28|1;RPS5|1;RPS11|1;RPS13|1;RPS24|1;RPS27A|1;EIF4A3|1;PPARGC1A|1;RNPS1|1;TARDBP|1;CNOT6|1;AGO4|1	10.40949638	2.785917679	6.28E-07	2.85E-04
GO:0043170	macromolecule metabolic process	8163	203	ABCF1|1;AREG|1;ARF1|1;RHOA|1;ART3|1;TMEM258|1;CAPNS1|1;CARS|1;CD4|1;CFL1|1;ERCC8|1;PLK3|1;CSNK1G2|1;CTSB|1;CTSD|1;CTSL|1;DAPK3|1;RCAN1|1;EEF1A2|1;ENO1|1;FBL|1;FNTA|1;GOLGB1|1;GRB2|1;NR3C1|1;GTF3C2|1;HIST1H2BB|1;HAS2|1;HINT1|1;HMOX1|1;HNRNPC|1;HNRNPD|1;HNRNPF|1;IRF8|1;IK|1;ILF2|1;INPP5B|1;ITGB2|1;JAK3|1;LOXL2|1;LYN|1;MARS|1;NR3C2|1;HNRNPM|1;NARS|1;NFKBIE|1;NONO|1;OGDH|1;PDE4D|1;PIK3R1|1;PKD2|1;PLAUR|1;POLR2E|1;POLR2I|1;PPIB|1;PPP1CA|1;PPP1R10|1;PPP4C|1;PSMA7|1;PSMB2|1;PSMC3|1;PSMC5|1;PSME1|1;PTPN6|1;PTPN14|1;PYGL|1;RAD51|1;RELB|1;RPL6|1;RPL9|1;RPL11|1;RPL13|1;RPL18|1;RPL19|1;MRPL23|1;RPL27|1;RPL30|1;RPL28|1;MRPS12|1;RPS5|1;RPS11|1;RPS13|1;RPS24|1;RPS27A|1;SHMT2|1;SKP2|1;SNRPB|1;SNRPB2|1;STK10|1;TAF10|1;THOP1|1;NR2C2|1;UCHL3|1;USP4|1;VAV1|1;WARS|1;YY1|1;AIMP2|1;LAGE3|1;STK24|1;DYRK3|1;RRP1|1;EIF3D|1;EIF3H|1;SRSF9|1;SNX3|1;BANF1|1;HIST1H2BJ|1;HAP1|1;BAZ1B|1;SART1|1;UNC119|1;LIPG|1;IKBKE|1;SART3|1;EIF4A3|1;DLGAP5|1;SCRN1|1;RNF10|1;MAFB|1;MVP|1;NAMPT|1;TRIM28|1;PRMT5|1;CD2BP2|1;CREB3|1;CIB1|1;PRPF8|1;FUT9|1;RUVBL2|1;LILRB1|1;HCST|1;PPARGC1A|1;RNPS1|1;DBF4|1;OS9|1;LILRB4|1;PIM2|1;FAF1|1;KAT7|1;DMC1|1;SNF8|1;PARK7|1;CBX3|1;KLHDC10|1;KIF1B|1;POGZ|1;GANAB|1;MDN1|1;UBR2|1;SATB2|1;USP22|1;CTDNEP1|1;SIRT5|1;TARDBP|1;SF3B1|1;BRD1|1;PRPF6|1;BRMS1|1;NOC2L|1;FBXO25|1;NUPR1|1;DAZAP1|1;FOXP1|1;GPKOW|1;MRPS28|1;PSMC3IP|1;SERTAD1|1;ABI3|1;MRPL27|1;RTCB|1;GINS2|1;C9orf78|1;OTUD4|1;PIH1D1|1;CNDP2|1;NSFL1C|1;PDGFC|1;CTNNBL1|1;UBQLN4|1;DUS3L|1;XAB2|1;CNOT6|1;USP29|1;POLR1E|1;NOL12|1;FOXRED2|1;THAP7|1;GRWD1|1;USP48|1;ZNF333|1;MED30|1;SPOCD1|1;ERP27|1;ALKBH2|1;ZNF827|1;ZNF746|1;ZNF114|1;WBP2NL|1;ZNF721|1;AGO4|1;METTL2A|1;MED11|1	163.4090749	1.242281067	7.02E-07	3.03E-04
