goId	description	size	overlap	interestGene	expect	enrichmentRatio	pValue	FDR
GO:0070887	cellular response to chemical stimulus	2837	47	AKT1|1;ANK3|1;AR|1;ASS1|1;CACNA2D1|1;CDK7|1;COL2A1|1;ECM1|1;EZH2|1;GABPA|1;GPS2|1;HP|1;IDE|1;RBPJ|1;KCNC1|1;KRT8|1;MDM4|1;PRDX1|1;PLA2G4A|1;PTPN6|1;SORT1|1;CCL23|1;STAU1|1;MAP3K7|1;TFPI|1;TFRC|1;NKX2-1|1;ARID1A|1;NCK2|1;OGT|1;CASK|1;GBF1|1;TNFRSF11A|1;KAT2B|1;SAFB2|1;CUL7|1;RBX1|1;HNRNPDL|1;TRAP1|1;GAS2L1|1;LILRB1|1;EHD1|1;CDC37|1;LSM14A|1;ERRFI1|1;FBXW7|1;S100A14|1	31.48458243	1.492794135	0.001991097	0.928612427
GO:0051246	regulation of protein metabolic process	2532	43	AKT1|1;ALK|1;AR|1;CDK7|1;DLG3|1;ECM1|1;MECOM|1;EZH2|1;GPS2|1;HTR2C|1;IDE|1;MDM4|1;MTCP1|1;PRDX1|1;PDE6G|1;PTPN6|1;RBM3|1;CCL23|1;STX5|1;MAP3K7|1;TFPI|1;NCK2|1;OGT|1;CDC14B|1;TNFRSF11A|1;KAT2B|1;MAGED1|1;RBX1|1;TRAP1|1;TNIP1|1;HMG20B|1;LILRB1|1;CDC37|1;PNKP|1;EID1|1;LSM14A|1;ELP4|1;UBXN1|1;ERRFI1|1;GNL3L|1;FBXW7|1;STK40|1;DTX3L|1	28.09974011	1.530263263	0.002050424	0.928959076
GO:0015908	fatty acid transport	82	5	AKT1|1;PLA2G4A|1;TNFRSF11A|1;SLC25A17|1;SLC27A2|1	0.910023179	5.494365545	0.002168592	0.92901329
GO:0042267	natural killer cell mediated cytotoxicity	50	4	LAMP1|1;PRDX1|1;PTPN6|1;LILRB1|1	0.554892182	7.208607595	0.00226143	0.92901329
GO:0050859	negative regulation of B cell receptor signaling pathway	7	2	GPS2|1;PTPN6|1	0.077684906	25.74502712	0.002477847	0.92901329
GO:1903011	negative regulation of bone development	7	2	LILRB1|1;FBXW7|1	0.077684906	25.74502712	0.002477847	0.92901329
GO:0071900	regulation of protein serine/threonine kinase activity	476	13	AKT1|1;ALK|1;CDK7|1;EZH2|1;GPS2|1;MTCP1|1;PDE6G|1;PTPN6|1;MAP3K7|1;TNFRSF11A|1;KAT2B|1;MAGED1|1;CDC37|1	5.282573576	2.46092171	0.002504075	0.92901329
GO:0033119	negative regulation of RNA splicing	25	3	RBM10|1;PTBP3|1;SAP18|1	0.277446091	10.81291139	0.002578139	0.92901329
GO:0031400	negative regulation of protein modification process	538	14	AKT1|1;MECOM|1;GPS2|1;PTPN6|1;NCK2|1;OGT|1;KAT2B|1;TNIP1|1;HMG20B|1;PNKP|1;UBXN1|1;ERRFI1|1;GNL3L|1;DTX3L|1	5.970639882	2.344807303	0.002677495	0.92901329
GO:0042592	homeostatic process	1674	31	AKT1|1;ANK3|1;ATR|1;CACNA2D1|1;COL2A1|1;EZH2|1;GJA1|1;HTR2C|1;IDE|1;RBPJ|1;PRDX1|1;PTPN6|1;CCL23|1;SLC12A4|1;STAU1|1;TFF1|1;TFRC|1;OGT|1;TNFRSF11A|1;PTBP3|1;SLC34A2|1;EHD1|1;PNKP|1;ERP44|1;TXN2|1;TMEM97|1;GNL3L|1;FBXW7|1;S100A14|1;ALOXE3|1;L3MBTL3|1	18.57779026	1.668659165	0.002767266	0.92901329
GO:1990089	response to nerve growth factor	53	4	AKT1|1;KCNC1|1;SORT1|1;EHD1|1	0.588185713	6.800573203	0.002802487	0.92901329
GO:0007176	regulation of epidermal growth factor-activated receptor activity	26	3	NCK2|1;ERRFI1|1;FBXW7|1	0.288543935	10.39703019	0.00289088	0.92901329
GO:0043549	regulation of kinase activity	791	18	AKT1|1;ALK|1;CDK7|1;DLG3|1;EZH2|1;GPS2|1;MTCP1|1;PDE6G|1;PTPN6|1;MAP3K7|1;NCK2|1;TNFRSF11A|1;KAT2B|1;MAGED1|1;CDC37|1;ELP4|1;ERRFI1|1;FBXW7|1	8.778394325	2.050488886	0.002973365	0.92901329
GO:0002228	natural killer cell mediated immunity	54	4	LAMP1|1;PRDX1|1;PTPN6|1;LILRB1|1	0.599283557	6.674636662	0.003000904	0.92901329
GO:0032268	regulation of cellular protein metabolic process	2353	40	AKT1|1;ALK|1;AR|1;CDK7|1;DLG3|1;ECM1|1;MECOM|1;EZH2|1;GPS2|1;HTR2C|1;IDE|1;MTCP1|1;PRDX1|1;PDE6G|1;PTPN6|1;RBM3|1;CCL23|1;MAP3K7|1;TFPI|1;NCK2|1;OGT|1;CDC14B|1;TNFRSF11A|1;KAT2B|1;MAGED1|1;RBX1|1;TRAP1|1;TNIP1|1;HMG20B|1;CDC37|1;PNKP|1;EID1|1;LSM14A|1;ELP4|1;UBXN1|1;ERRFI1|1;GNL3L|1;FBXW7|1;STK40|1;DTX3L|1	26.1132261	1.531790819	0.003025024	0.92901329
GO:0031327	negative regulation of cellular biosynthetic process	1399	27	AR|1;ZFHX3|1;ATR|1;MECOM|1;EZH2|1;GABPA|1;GPS2|1;RBPJ|1;MDM4|1;NPAT|1;RBM3|1;NKX2-1|1;CNBP|1;ZNF174|1;RBM10|1;ARID1A|1;NCK2|1;UBA3|1;MAGED1|1;SAP18|1;LILRB1|1;EID1|1;MYOZ2|1;ERRFI1|1;GNL3L|1;FBXW7|1;YLPM1|1	15.52588326	1.739031496	0.003047487	0.92901329
GO:0030522	intracellular receptor signaling pathway	270	9	AR|1;CDK7|1;EZH2|1;GPS2|1;MAP3K7|1;ARID1A|1;SAFB2|1;LSM14A|1;ALOXE3|1	2.996417785	3.003586498	0.003197412	0.92901329
GO:0008333	endosome to lysosome transport	55	4	SORT1|1;VPS33B|1;HOOK1|1;DTX3L|1	0.610381401	6.553279632	0.003208711	0.92901329
GO:2001259	positive regulation of cation channel activity	55	4	ANK3|1;CACNA2D1|1;KCNC1|1;NLGN3|1	0.610381401	6.553279632	0.003208711	0.92901329
GO:0001561	fatty acid alpha-oxidation	8	2	SLC25A17|1;SLC27A2|1	0.088782749	22.52689873	0.003279764	0.92901329
GO:0010835	regulation of protein ADP-ribosylation	8	2	KAT2B|1;PNKP|1	0.088782749	22.52689873	0.003279764	0.92901329
GO:0010992	ubiquitin recycling	8	2	IDE|1;FBXW7|1	0.088782749	22.52689873	0.003279764	0.92901329
GO:0007154	cell communication	5304	76	AKT1|1;ALK|1;ANK3|1;AR|1;ATR|1;CACNA2D1|1;CDK7|1;CHRND|1;COL2A1|1;DCC|1;DEFB1|1;DLG3|1;DUT|1;ECM1|1;MECOM|1;EZH2|1;GJA1|1;GPS2|1;HTR2C|1;IDE|1;RBPJ|1;KCNC4|1;KRT8|1;LAMP1|1;MDM4|1;NCF2|1;PRDX1|1;PDE6G|1;PI4KA|1;PLP1|1;PPM1B|1;PTPN6|1;SORT1|1;CCL23|1;SLC12A4|1;STAU1|1;MAP3K7|1;TFF1|1;NKX2-1|1;VIPR1|1;ARID1A|1;NCK2|1;OGT|1;PPFIA3|1;CDC14B|1;CASK|1;GBF1|1;TNFRSF11A|1;KAT2B|1;GPR52|1;SNAP29|1;MAGED1|1;SAFB2|1;USP34|1;CUL7|1;RBX1|1;HNRNPDL|1;TRAP1|1;STAM2|1;TNIP1|1;GAS2L1|1;LILRB1|1;CDC37|1;KIFAP3|1;TXN2|1;LSM14A|1;MYOZ2|1;ERRFI1|1;NLGN3|1;SDHAF2|1;FBXW7|1;S100A14|1;ALOXE3|1;STK40|1;WIPF2|1;DTX3L|1	58.8629627	1.291134467	0.003280869	0.92901329
GO:0060338	regulation of type I interferon-mediated signaling pathway	28	3	PTPN6|1;CDC37|1;LSM14A|1	0.310739622	9.654385172	0.003583956	0.957918999
GO:1902175	regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	28	3	AKT1|1;TRAP1|1;FBXW7|1	0.310739622	9.654385172	0.003583956	0.957918999
GO:0016032	viral process	679	16	GPS2|1;IDE|1;KRT8|1;LAMP1|1;PI4KA|1;STAU1|1;MAP3K7|1;TFRC|1;OGT|1;GBF1|1;KAT2B|1;CUL7|1;RBX1|1;TNIP1|1;UBXN1|1;FBXW7|1	7.535435836	2.123301206	0.003620384	0.957918999
GO:0006950	response to stress	3399	53	ACTN1|1;AKT1|1;ASS1|1;ATR|1;CDK7|1;DEFB1|1;ECM1|1;MECOM|1;EZH2|1;GPS2|1;HP|1;HTR2C|1;RBPJ|1;KRT8|1;LAMP1|1;MDM4|1;NCF2|1;PRDX1|1;PLP1|1;PPM1B|1;PTPN6|1;RBM3|1;CCL23|1;STAU1|1;MAP3K7|1;TFF1|1;TFPI|1;NCK2|1;CDC14B|1;CASK|1;TNFRSF11A|1;CUL7|1;RBX1|1;TRAP1|1;TNIP1|1;HMG20B|1;GAS2L1|1;LILRB1|1;EHD1|1;CDC37|1;PNKP|1;ERP44|1;TXN2|1;LSM14A|1;UBXN1|1;UFC1|1;ERRFI1|1;FBXW7|1;S100A14|1;LYZL1|1;EME1|1;DTX3L|1;POLN|1	37.72157056	1.405031636	0.003624591	0.957918999
GO:0006811	ion transport	1355	26	AKT1|1;ANK3|1;CACNA2D1|1;CHRND|1;CLCN2|1;GJA1|1;HTR2C|1;KCNA3|1;KCNC1|1;KCNC4|1;PLA2G4A|1;PTPN6|1;SLC7A1|1;SLC12A4|1;TFRC|1;SLC25A11|1;CASK|1;TNFRSF11A|1;SLC25A17|1;SLC35A1|1;SLC34A2|1;LILRB1|1;SLC27A2|1;TRPC4AP|1;NLGN3|1;SLC37A3|1	15.03757814	1.729001822	0.003954926	0.967339301
GO:0007623	circadian rhythm	180	7	ASS1|1;ZFHX3|1;EZH2|1;NKX2-1|1;OGT|1;TNFRSF11A|1;MAGED1|1	1.997611856	3.504184248	0.003957227	0.967339301
GO:0045742	positive regulation of epidermal growth factor receptor signaling pathway	29	3	AKT1|1;PDE6G|1;FBXW7|1	0.321837466	9.321475338	0.003965255	0.967339301
GO:0060674	placenta blood vessel development	29	3	AKT1|1;RBPJ|1;ARID1A|1	0.321837466	9.321475338	0.003965255	0.967339301
GO:0098751	bone cell development	29	3	PTPN6|1;LILRB1|1;FBXW7|1	0.321837466	9.321475338	0.003965255	0.967339301
GO:0033234	negative regulation of protein sumoylation	9	2	HMG20B|1;GNL3L|1	0.099880593	20.02390999	0.004186192	0.976183053
GO:0051256	mitotic spindle midzone assembly	9	2	CDC14B|1;KIF4A|1	0.099880593	20.02390999	0.004186192	0.976183053
GO:2001204	regulation of osteoclast development	9	2	LILRB1|1;FBXW7|1	0.099880593	20.02390999	0.004186192	0.976183053
GO:0007041	lysosomal transport	96	5	LAMP1|1;SORT1|1;VPS33B|1;HOOK1|1;DTX3L|1	1.06539299	4.693103903	0.004293014	0.986584496
GO:0008285	negative regulation of cell proliferation	630	15	AR|1;DLG3|1;RBPJ|1;MDM4|1;PTPN6|1;CCL23|1;TFF1|1;RBM10|1;NCK2|1;CASK|1;KAT2B|1;MAGED1|1;LILRB1|1;KIFAP3|1;FBXW7|1	6.991641498	2.145418927	0.004380521	0.987581836
