goId	description	size	overlap	interestGene	expect	enrichmentRatio	pValue	FDR
GO:0044237	cellular metabolic process	9305	147	ABCF1|1;ACTN1|1;AP2A1|1;ARF1|1;ARF3|1;RHOA|1;ASPH|1;ATF3|1;BDNF|1;BLM|1;BMX|1;TMEM258|1;CAPNS1|1;COL4A2|1;CRK|1;CSNK1D|1;CTSB|1;DNMT1|1;RCAN1|1;EEF1A2|1;FBL|1;G6PD|1;GLA|1;GSK3A|1;HCK|1;HINT1|1;HNRNPD|1;HNRNPK|1;IK|1;ILF2|1;INPP5B|1;JAK3|1;JUNB|1;LIF|1;MARS|1;MYO6|1;HNRNPM|1;RPL10A|1;PKD2|1;PPP1CA|1;PPP4C|1;MAP2K3|1;PSMC3|1;PSME1|1;PTGS2|1;PTMS|1;PTPN6|1;PTPN14|1;PTPRM|1;ABCD3|1;ALDH18A1|1;RPL11|1;RPL19|1;RPS5|1;RPS14|1;RPS27A|1;SCP2|1;SDF2|1;SHMT2|1;SLC16A1|1;SLC18A2|1;SMARCA4|1;SUPT5H|1;TAF10|1;NR2C2|1;YY1|1;ZFP36|1;GAN|1;LAGE3|1;HIST3H3|1;CDC42BPA|1;EIF3D|1;SRSF9|1;SNX3|1;BANF1|1;APLN|1;SART1|1;DNAJA3|1;PDLIM1|1;HGS|1;MED7|1;SART3|1;EIF4A3|1;ZNF263|1;NAMPT|1;TRIB1|1;SMNDC1|1;CNPY2|1;PRMT5|1;CD2BP2|1;CRTAP|1;SPTLC1|1;KHDRBS1|1;FUT9|1;AHCYL1|1;RNPS1|1;KAT7|1;DMC1|1;STRAP|1;POLG2|1;SNF8|1;PARK7|1;CBX3|1;RASA3|1;PPP6R1|1;SNRNP200|1;KDM6B|1;USP22|1;AHCYL2|1;CBX6|1;CABIN1|1;NUP62|1;BRMS1|1;ZZZ3|1;POLDIP2|1;FBXL5|1;FBXL4|1;FBXO25|1;AGO1|1;DAZAP1|1;HBP1|1;PPA2|1;CRBN|1;RTCB|1;CD244|1;STK26|1;NSFL1C|1;CTNNBL1|1;WRNIP1|1;USP29|1;NSD1|1;COPS7B|1;DEPTOR|1;DDRGK1|1;RBM42|1;CARS2|1;JADE1|1;FAM83D|1;ZNF394|1;ZNF644|1;DOT1L|1;SPOCD1|1;CMBL|1;CREBRF|1;SPRED1|1;AGO4|1;ZNF454|1	116.3370092	1.263570389	2.32E-07	3.35E-04
GO:0060255	regulation of macromolecule metabolic process	5411	101	ACTN1|1;AP2A1|1;ARF1|1;RHOA|1;ASPH|1;ATF3|1;BDNF|1;BLM|1;CRK|1;CSNK1D|1;DNMT1|1;RCAN1|1;EEF1A2|1;G6PD|1;GSK3A|1;HCK|1;HINT1|1;HNRNPD|1;HNRNPK|1;ILF2|1;INPP5B|1;JAK3|1;JUNB|1;LIF|1;MARS|1;MYO6|1;HNRNPM|1;RPL10A|1;PKD2|1;PPP1CA|1;PPP4C|1;MAP2K3|1;PSMC3|1;PSME1|1;PTGS2|1;PTPN6|1;PTPN14|1;RPL11|1;RPL19|1;RPS5|1;RPS14|1;RPS27A|1;SHMT2|1;SMARCA4|1;SUPT5H|1;TAF10|1;NR2C2|1;YY1|1;ZFP36|1;EIF3D|1;SRSF9|1;SNX3|1;APLN|1;DNAJA3|1;PDLIM1|1;HGS|1;MED7|1;SART3|1;EIF4A3|1;ZNF263|1;NAMPT|1;TRIB1|1;CNPY2|1;PRMT5|1;CRTAP|1;KHDRBS1|1;AHCYL1|1;RNPS1|1;TMED2|1;KAT7|1;STRAP|1;SNF8|1;PARK7|1;CBX3|1;PPP6R1|1;KDM6B|1;USP22|1;CBX6|1;CABIN1|1;NUP62|1;BRMS1|1;ZZZ3|1;FBXL5|1;AGO1|1;DAZAP1|1;HBP1|1;STK26|1;WRNIP1|1;NSD1|1;DEPTOR|1;DDRGK1|1;RBM42|1;JADE1|1;FAM83D|1;ZNF394|1;ZNF644|1;DOT1L|1;CREBRF|1;SPRED1|1;AGO4|1;ZNF454|1	67.65175248	1.492939891	2.66E-07	3.51E-04
GO:0051171	regulation of nitrogen compound metabolic process	5172	97	ACTN1|1;AP2A1|1;RHOA|1;ASPH|1;ATF3|1;BDNF|1;BLM|1;CRK|1;CSNK1D|1;DNMT1|1;RCAN1|1;EEF1A2|1;G6PD|1;GLA|1;GSK3A|1;HCK|1;HINT1|1;HNRNPD|1;HNRNPK|1;ILF2|1;INPP5B|1;JAK3|1;JUNB|1;LIF|1;MARS|1;MYO6|1;HNRNPM|1;PKD2|1;PPP1CA|1;PPP4C|1;MAP2K3|1;PSMC3|1;PSME1|1;PTGS2|1;PTPN6|1;PTPN14|1;RPL11|1;RPS14|1;RPS27A|1;SHMT2|1;SMARCA4|1;SUPT5H|1;TAF10|1;NR2C2|1;YY1|1;ZFP36|1;EIF3D|1;SRSF9|1;SNX3|1;APLN|1;DNAJA3|1;PDLIM1|1;HGS|1;MED7|1;SART3|1;EIF4A3|1;ZNF263|1;NAMPT|1;TRIB1|1;CNPY2|1;PRMT5|1;CRTAP|1;KHDRBS1|1;AHCYL1|1;RNPS1|1;KAT7|1;STRAP|1;SNF8|1;PARK7|1;CBX3|1;PPP6R1|1;KDM6B|1;USP22|1;CBX6|1;CABIN1|1;NUP62|1;BRMS1|1;ZZZ3|1;FBXL5|1;AGO1|1;DAZAP1|1;HBP1|1;STK26|1;WRNIP1|1;NSD1|1;DEPTOR|1;DDRGK1|1;RBM42|1;JADE1|1;FAM83D|1;ZNF394|1;ZNF644|1;DOT1L|1;CREBRF|1;SPRED1|1;AGO4|1;ZNF454|1	64.66362295	1.500070605	5.14E-07	6.15E-04
GO:0006139	nucleobase-containing compound metabolic process	5102	96	ACTN1|1;RHOA|1;ATF3|1;BLM|1;COL4A2|1;CRK|1;DNMT1|1;RCAN1|1;FBL|1;G6PD|1;GSK3A|1;HCK|1;HINT1|1;HNRNPD|1;HNRNPK|1;IK|1;ILF2|1;JUNB|1;LIF|1;MARS|1;MYO6|1;HNRNPM|1;RPL10A|1;PKD2|1;PPP4C|1;MAP2K3|1;PSMC3|1;PTGS2|1;PTMS|1;PTPN14|1;RPL11|1;RPL19|1;RPS5|1;RPS14|1;RPS27A|1;SHMT2|1;SMARCA4|1;SUPT5H|1;TAF10|1;NR2C2|1;YY1|1;ZFP36|1;LAGE3|1;HIST3H3|1;SRSF9|1;BANF1|1;APLN|1;SART1|1;DNAJA3|1;PDLIM1|1;MED7|1;SART3|1;EIF4A3|1;ZNF263|1;NAMPT|1;TRIB1|1;SMNDC1|1;PRMT5|1;CD2BP2|1;KHDRBS1|1;AHCYL1|1;RNPS1|1;KAT7|1;DMC1|1;STRAP|1;POLG2|1;SNF8|1;PARK7|1;CBX3|1;SNRNP200|1;KDM6B|1;USP22|1;CBX6|1;NUP62|1;BRMS1|1;ZZZ3|1;AGO1|1;DAZAP1|1;HBP1|1;PPA2|1;RTCB|1;CTNNBL1|1;WRNIP1|1;NSD1|1;COPS7B|1;DDRGK1|1;RBM42|1;CARS2|1;JADE1|1;ZNF394|1;ZNF644|1;DOT1L|1;SPOCD1|1;CREBRF|1;AGO4|1;ZNF454|1	63.78843858	1.504974916	5.43E-07	6.15E-04
GO:0008380	RNA splicing	402	19	HNRNPD|1;HNRNPK|1;IK|1;HNRNPM|1;SRSF9|1;SART1|1;SART3|1;EIF4A3|1;SMNDC1|1;PRMT5|1;CD2BP2|1;KHDRBS1|1;RNPS1|1;STRAP|1;SNRNP200|1;DAZAP1|1;RTCB|1;CTNNBL1|1;RBM42|1	5.026058861	3.780297948	6.83E-07	7.22E-04
GO:0080090	regulation of primary metabolic process	5313	98	ACTN1|1;AP2A1|1;ARF1|1;RHOA|1;ASPH|1;ATF3|1;BDNF|1;BLM|1;CRK|1;CSNK1D|1;DNMT1|1;RCAN1|1;EEF1A2|1;G6PD|1;GSK3A|1;HCK|1;HINT1|1;HNRNPD|1;HNRNPK|1;ILF2|1;INPP5B|1;JAK3|1;JUNB|1;LIF|1;MARS|1;MYO6|1;HNRNPM|1;PKD2|1;PPP1CA|1;PPP4C|1;MAP2K3|1;PSMC3|1;PSME1|1;PTGS2|1;PTPN6|1;PTPN14|1;RPL11|1;RPS14|1;RPS27A|1;SHMT2|1;SMARCA4|1;SUPT5H|1;TAF10|1;NR2C2|1;YY1|1;ZFP36|1;EIF3D|1;SRSF9|1;SNX3|1;APLN|1;DNAJA3|1;PDLIM1|1;HGS|1;MED7|1;SART3|1;EIF4A3|1;ZNF263|1;NAMPT|1;TRIB1|1;CNPY2|1;PRMT5|1;CRTAP|1;KHDRBS1|1;AHCYL1|1;RNPS1|1;KAT7|1;STRAP|1;SNF8|1;PARK7|1;CBX3|1;PPP6R1|1;KDM6B|1;USP22|1;CBX6|1;CABIN1|1;NUP62|1;BRMS1|1;ZZZ3|1;FBXL5|1;AGO1|1;DAZAP1|1;HBP1|1;CD244|1;STK26|1;WRNIP1|1;NSD1|1;DEPTOR|1;DDRGK1|1;RBM42|1;JADE1|1;FAM83D|1;ZNF394|1;ZNF644|1;DOT1L|1;CREBRF|1;SPRED1|1;AGO4|1;ZNF454|1	66.42649435	1.475314947	9.92E-07	0.000878346
GO:0044238	primary metabolic process	9173	144	ABCF1|1;ACTN1|1;AP2A1|1;ARF1|1;ARF3|1;RHOA|1;ASPH|1;ATF3|1;BDNF|1;BLM|1;BMX|1;TMEM258|1;CAPNS1|1;COL4A2|1;CRK|1;CSNK1D|1;CTSB|1;DNMT1|1;RCAN1|1;EEF1A2|1;FBL|1;G6PD|1;GLA|1;GSK3A|1;HCK|1;HINT1|1;HNRNPD|1;HNRNPK|1;IK|1;ILF2|1;INPP5B|1;JAK3|1;JUNB|1;LIF|1;MARS|1;MYO6|1;HNRNPM|1;RPL10A|1;PKD2|1;PPP1CA|1;PPP4C|1;MAP2K3|1;PSMC3|1;PSME1|1;PTGS2|1;PTMS|1;PTPN6|1;PTPN14|1;PTPRM|1;ABCD3|1;ALDH18A1|1;RPL11|1;RPL19|1;RPS5|1;RPS14|1;RPS27A|1;SCP2|1;SDF2|1;SHMT2|1;SLC16A1|1;SMARCA4|1;SUPT5H|1;TAF10|1;NR2C2|1;YY1|1;ZFP36|1;GAN|1;LAGE3|1;HIST3H3|1;CDC42BPA|1;EIF3D|1;SRSF9|1;SNX3|1;BANF1|1;APLN|1;SART1|1;DNAJA3|1;PDLIM1|1;HGS|1;MED7|1;SART3|1;EIF4A3|1;SCRN1|1;ZNF263|1;NAMPT|1;TRIB1|1;SMNDC1|1;CNPY2|1;PRMT5|1;CD2BP2|1;CRTAP|1;SPTLC1|1;KHDRBS1|1;FUT9|1;AHCYL1|1;RNPS1|1;KAT7|1;DMC1|1;STRAP|1;POLG2|1;SNF8|1;PARK7|1;CBX3|1;RASA3|1;PPP6R1|1;SNRNP200|1;KDM6B|1;USP22|1;CBX6|1;CABIN1|1;NUP62|1;BRMS1|1;ZZZ3|1;FBXL5|1;FBXL4|1;FBXO25|1;AGO1|1;DAZAP1|1;HBP1|1;PPA2|1;CRBN|1;RTCB|1;CD244|1;STK26|1;NSFL1C|1;CTNNBL1|1;WRNIP1|1;USP29|1;NSD1|1;COPS7B|1;DEPTOR|1;DDRGK1|1;RBM42|1;CARS2|1;JADE1|1;FAM83D|1;ZNF394|1;ZNF644|1;DOT1L|1;SPOCD1|1;CREBRF|1;SPRED1|1;AGO4|1;ZNF454|1	114.6866615	1.255595011	1.00E-06	0.000878346
GO:0046483	heterocycle metabolic process	5243	97	ACTN1|1;RHOA|1;ATF3|1;BLM|1;COL4A2|1;CRK|1;DNMT1|1;RCAN1|1;FBL|1;G6PD|1;GSK3A|1;HCK|1;HINT1|1;HNRNPD|1;HNRNPK|1;IK|1;ILF2|1;JUNB|1;LIF|1;MARS|1;MYO6|1;HNRNPM|1;RPL10A|1;PKD2|1;PPP4C|1;MAP2K3|1;PSMC3|1;PTGS2|1;PTMS|1;PTPN14|1;ALDH18A1|1;RPL11|1;RPL19|1;RPS5|1;RPS14|1;RPS27A|1;SHMT2|1;SMARCA4|1;SUPT5H|1;TAF10|1;NR2C2|1;YY1|1;ZFP36|1;LAGE3|1;HIST3H3|1;SRSF9|1;BANF1|1;APLN|1;SART1|1;DNAJA3|1;PDLIM1|1;MED7|1;SART3|1;EIF4A3|1;ZNF263|1;NAMPT|1;TRIB1|1;SMNDC1|1;PRMT5|1;CD2BP2|1;KHDRBS1|1;AHCYL1|1;RNPS1|1;KAT7|1;DMC1|1;STRAP|1;POLG2|1;SNF8|1;PARK7|1;CBX3|1;SNRNP200|1;KDM6B|1;USP22|1;CBX6|1;NUP62|1;BRMS1|1;ZZZ3|1;AGO1|1;DAZAP1|1;HBP1|1;PPA2|1;RTCB|1;CTNNBL1|1;WRNIP1|1;NSD1|1;COPS7B|1;DDRGK1|1;RBM42|1;CARS2|1;JADE1|1;ZNF394|1;ZNF644|1;DOT1L|1;SPOCD1|1;CREBRF|1;AGO4|1;ZNF454|1	65.55130997	1.479756851	1.05E-06	0.000878346
GO:0001893	maternal placenta development	28	6	CTSB|1;JUNB|1;LIF|1;PTGS2|1;TMED2|1;DAZAP1|1	0.350073751	17.13924559	1.05E-06	0.000878346
GO:0009892	negative regulation of metabolic process	2602	59	AP2A1|1;RHOA|1;ATF3|1;BLM|1;DNMT1|1;G6PD|1;GLA|1;GSK3A|1;HNRNPD|1;HNRNPK|1;JAK3|1;JUNB|1;LIF|1;HNRNPM|1;RPL10A|1;PTGS2|1;PTPN6|1;RPL11|1;RPL19|1;RPS5|1;RPS14|1;RPS27A|1;SLC18A2|1;SMARCA4|1;SUPT5H|1;YY1|1;ZFP36|1;SRSF9|1;SNX3|1;APLN|1;DNAJA3|1;EIF4A3|1;ZNF263|1;NAMPT|1;TRIB1|1;CNPY2|1;PRMT5|1;CD2BP2|1;CRTAP|1;KHDRBS1|1;RNPS1|1;KAT7|1;STRAP|1;PARK7|1;CBX3|1;CBX6|1;CABIN1|1;NUP62|1;BRMS1|1;POLDIP2|1;AGO1|1;NSD1|1;DEPTOR|1;DDRGK1|1;RBM42|1;DOT1L|1;SPOCD1|1;SPRED1|1;AGO4|1	32.53185362	1.813607078	1.27E-06	0.001006098
GO:0006397	mRNA processing	465	20	HNRNPD|1;HNRNPK|1;IK|1;HNRNPM|1;SUPT5H|1;SRSF9|1;SART1|1;SART3|1;EIF4A3|1;SMNDC1|1;PRMT5|1;CD2BP2|1;KHDRBS1|1;AHCYL1|1;RNPS1|1;STRAP|1;SNRNP200|1;DAZAP1|1;CTNNBL1|1;RBM42|1	5.813724802	3.440135315	1.49E-06	0.001073905
